year,sex,age,edu_1,employed
2021,female,70_and_over,degree,800
2022,male,15-19,primary_and_below,500
2022,male,20-24,primary_and_below,400
2022,male,25-29,primary_and_below,800
2022,male,30-34,primary_and_below,1200
2022,male,35-39,primary_and_below,1700
2022,male,40-44,primary_and_below,2200
2022,male,45-49,primary_and_below,4600
2022,male,50-54,primary_and_below,7900
2022,male,55-59,primary_and_below,20600
2022,male,60-64,primary_and_below,25700
2022,male,65-69,primary_and_below,19500
2022,male,70_and_over,primary_and_below,16000
2022,male,15-19,lower_secondary,400
2022,male,20-24,lower_secondary,1100
2022,male,25-29,lower_secondary,600
2022,male,30-34,lower_secondary,2100
2022,male,35-39,lower_secondary,2900
2022,male,40-44,lower_secondary,4600
2022,male,45-49,lower_secondary,4900
2022,male,50-54,lower_secondary,7500
2022,male,55-59,lower_secondary,12900
2022,male,60-64,lower_secondary,13200
2022,male,65-69,lower_secondary,9300
2022,male,70_and_over,lower_secondary,7300
2022,male,15-19,secondary,4700
2022,male,20-24,secondary,6900
2022,male,25-29,secondary,5600
2022,male,30-34,secondary,9500
2022,male,35-39,secondary,11300
2022,male,40-44,secondary,12800
2022,male,45-49,secondary,18000
2022,male,50-54,secondary,21200
2022,male,55-59,secondary,27600
2022,male,60-64,secondary,27400
2022,male,65-69,secondary,15800
2022,male,70_and_over,secondary,12700
2022,male,15-19,post-sec,9800
2022,male,20-24,post-sec,19400
2022,male,25-29,post-sec,10900
2022,male,30-34,post-sec,12900
2022,male,35-39,post-sec,12900
2022,male,40-44,post-sec,13000
2022,male,45-49,post-sec,15000
2022,male,50-54,post-sec,15500
2022,male,55-59,post-sec,16200
2022,male,60-64,post-sec,13800
2022,male,65-69,post-sec,10400
2022,male,70_and_over,post-sec,6800
2022,male,15-19,dip_and_professional_qual,1500
2022,male,20-24,dip_and_professional_qual,26700
2022,male,25-29,dip_and_professional_qual,26600
2022,male,30-34,dip_and_professional_qual,29700
2022,male,35-39,dip_and_professional_qual,31500
2022,male,40-44,dip_and_professional_qual,33400
2022,male,45-49,dip_and_professional_qual,32800
2022,male,50-54,dip_and_professional_qual,25500
2022,male,55-59,dip_and_professional_qual,18300
2022,male,60-64,dip_and_professional_qual,13600
2022,male,65-69,dip_and_professional_qual,7100
2022,male,70_and_over,dip_and_professional_qual,4400
2022,male,15-19,degree,-
2022,male,20-24,degree,3100
2022,male,25-29,degree,50900
2022,male,30-34,degree,87300
2022,male,35-39,degree,79400
2022,male,40-44,degree,80400
2022,male,45-49,degree,77300
2022,male,50-54,degree,56300
2022,male,55-59,degree,39500
2022,male,60-64,degree,17900
2022,male,65-69,degree,8300
2022,male,70_and_over,degree,6500
2022,female,15-19,primary_and_below,300
2022,female,20-24,primary_and_below,500
2022,female,25-29,primary_and_below,600
2022,female,30-34,primary_and_below,1000
2022,female,35-39,primary_and_below,2700
2022,female,40-44,primary_and_below,2700
2022,female,45-49,primary_and_below,6000
2022,female,50-54,primary_and_below,8300
2022,female,55-59,primary_and_below,12200
2022,female,60-64,primary_and_below,18200
2022,female,65-69,primary_and_below,13800
2022,female,70_and_over,primary_and_below,15900
2022,female,15-19,lower_secondary,600
2022,female,20-24,lower_secondary,400
2022,female,25-29,lower_secondary,400
2022,female,30-34,lower_secondary,1600
2022,female,35-39,lower_secondary,2700
2022,female,40-44,lower_secondary,4000
2022,female,45-49,lower_secondary,7200
2022,female,50-54,lower_secondary,7500
2022,female,55-59,lower_secondary,9200
2022,female,60-64,lower_secondary,6900
2022,female,65-69,lower_secondary,5900
2022,female,70_and_over,lower_secondary,3200
2022,female,15-19,secondary,3800
2022,female,20-24,secondary,3600
2022,female,25-29,secondary,4000
2022,female,30-34,secondary,7100
2022,female,35-39,secondary,9400
2022,female,40-44,secondary,14500
2022,female,45-49,secondary,20000
2022,female,50-54,secondary,22700
2022,female,55-59,secondary,25400
2022,female,60-64,secondary,23600
2022,female,65-69,secondary,11400
2022,female,70_and_over,secondary,6700
2022,female,15-19,post-sec,3600
2022,female,20-24,post-sec,9000
2022,female,25-29,post-sec,6500
2022,female,30-34,post-sec,7000
2022,female,35-39,post-sec,9200
2022,female,40-44,post-sec,8400
2022,female,45-49,post-sec,11100
2022,female,50-54,post-sec,13300
2022,female,55-59,post-sec,12700
2022,female,60-64,post-sec,13800
2022,female,65-69,post-sec,8800
2022,female,70_and_over,post-sec,5600
2022,female,15-19,dip_and_professional_qual,1600
2022,female,20-24,dip_and_professional_qual,16500
2022,female,25-29,dip_and_professional_qual,22600
2022,female,30-34,dip_and_professional_qual,29000
2022,female,35-39,dip_and_professional_qual,30700
2022,female,40-44,dip_and_professional_qual,35900
2022,female,45-49,dip_and_professional_qual,35300
2022,female,50-54,dip_and_professional_qual,22200
2022,female,55-59,dip_and_professional_qual,16800
2022,female,60-64,dip_and_professional_qual,9500
2022,female,65-69,dip_and_professional_qual,4200
2022,female,70_and_over,dip_and_professional_qual,1600
2022,female,15-19,degree,-
2022,female,20-24,degree,17800
2022,female,25-29,degree,63300
2022,female,30-34,degree,90200
2022,female,35-39,degree,80800
2022,female,40-44,degree,80800
2022,female,45-49,degree,63300
2022,female,50-54,degree,40000
2022,female,55-59,degree,23100
2022,female,60-64,degree,9600
2022,female,65-69,degree,4500
2022,female,70_and_over,degree,1700
2023,male,15-19,primary_and_below,500
2023,male,20-24,primary_and_below,500
2023,male,25-29,primary_and_below,800
2023,male,30-34,primary_and_below,1800
2023,male,35-39,primary_and_below,1300
2023,male,40-44,primary_and_below,1700
2023,male,45-49,primary_and_below,4800
2023,male,50-54,primary_and_below,7800
2023,male,55-59,primary_and_below,18200
2023,male,60-64,primary_and_below,22000
2023,male,65-69,primary_and_below,19800
2023,male,70_and_over,primary_and_below,17600
2023,male,15-19,lower_secondary,700
2023,male,20-24,lower_secondary,1100
2023,male,25-29,lower_secondary,900
2023,male,30-34,lower_secondary,1500
2023,male,35-39,lower_secondary,2700
2023,male,40-44,lower_secondary,3400
2023,male,45-49,lower_secondary,5100
2023,male,50-54,lower_secondary,7400
2023,male,55-59,lower_secondary,11900
2023,male,60-64,lower_secondary,11500
2023,male,65-69,lower_secondary,9900
2023,male,70_and_over,lower_secondary,6900
2023,male,15-19,secondary,5100
2023,male,20-24,secondary,8100
2023,male,25-29,secondary,7100
2023,male,30-34,secondary,9900
2023,male,35-39,secondary,11100
2023,male,40-44,secondary,14500
2023,male,45-49,secondary,14000
2023,male,50-54,secondary,22300
2023,male,55-59,secondary,25900
2023,male,60-64,secondary,25700
2023,male,65-69,secondary,16100
2023,male,70_and_over,secondary,10400
2023,male,15-19,post-sec,9100
2023,male,20-24,post-sec,19300
2023,male,25-29,post-sec,12900
2023,male,30-34,post-sec,13100
2023,male,35-39,post-sec,11700
2023,male,40-44,post-sec,11800
2023,male,45-49,post-sec,12800
2023,male,50-54,post-sec,16100
2023,male,55-59,post-sec,16200
2023,male,60-64,post-sec,13800
2023,male,65-69,post-sec,11500
2023,male,70_and_over,post-sec,9300
2023,male,15-19,dip_and_professional_qual,1400
2023,male,20-24,dip_and_professional_qual,29600
2023,male,25-29,dip_and_professional_qual,30200
2023,male,30-34,dip_and_professional_qual,31400
2023,male,35-39,dip_and_professional_qual,27800
2023,male,40-44,dip_and_professional_qual,30100
2023,male,45-49,dip_and_professional_qual,28800
2023,male,50-54,dip_and_professional_qual,25700
2023,male,55-59,dip_and_professional_qual,21100
2023,male,60-64,dip_and_professional_qual,13000
2023,male,65-69,dip_and_professional_qual,8500
2023,male,70_and_over,dip_and_professional_qual,4400
2023,male,15-19,degree,-
2023,male,20-24,degree,2500
2023,male,25-29,degree,55900
2023,male,30-34,degree,83000
2023,male,35-39,degree,79400
2023,male,40-44,degree,79800
2023,male,45-49,degree,70900
2023,male,50-54,degree,58100
2023,male,55-59,degree,36300
2023,male,60-64,degree,22400
2023,male,65-69,degree,9700
2023,male,70_and_over,degree,6300
2023,female,15-19,primary_and_below,300
2023,female,20-24,primary_and_below,500
2023,female,25-29,primary_and_below,500
2023,female,30-34,primary_and_below,1900
2023,female,35-39,primary_and_below,2400
2023,female,40-44,primary_and_below,2600
2023,female,45-49,primary_and_below,4800
2023,female,50-54,primary_and_below,7300
2023,female,55-59,primary_and_below,13900
2023,female,60-64,primary_and_below,15800
2023,female,65-69,primary_and_below,15400
2023,female,70_and_over,primary_and_below,16200
2023,female,15-19,lower_secondary,600
2023,female,20-24,lower_secondary,500
2023,female,25-29,lower_secondary,400
2023,female,30-34,lower_secondary,1600
2023,female,35-39,lower_secondary,2200
2023,female,40-44,lower_secondary,3300
2023,female,45-49,lower_secondary,4600
2023,female,50-54,lower_secondary,7000
2023,female,55-59,lower_secondary,9100
2023,female,60-64,lower_secondary,8500
2023,female,65-69,lower_secondary,5300
2023,female,70_and_over,lower_secondary,4100
2023,female,15-19,secondary,6400
2023,female,20-24,secondary,4800
2023,female,25-29,secondary,3900
2023,female,30-34,secondary,7100
2023,female,35-39,secondary,10400
2023,female,40-44,secondary,10900
2023,female,45-49,secondary,16400
2023,female,50-54,secondary,23700
2023,female,55-59,secondary,25500
2023,female,60-64,secondary,21300
2023,female,65-69,secondary,11200
2023,female,70_and_over,secondary,6600
2023,female,15-19,post-sec,4200
2023,female,20-24,post-sec,9100
2023,female,25-29,post-sec,5800
2023,female,30-34,post-sec,6100
2023,female,35-39,post-sec,7500
2023,female,40-44,post-sec,8700
2023,female,45-49,post-sec,10200
2023,female,50-54,post-sec,14800
2023,female,55-59,post-sec,15300
2023,female,60-64,post-sec,14300
2023,female,65-69,post-sec,8600
2023,female,70_and_over,post-sec,5700
2023,female,15-19,dip_and_professional_qual,1900
2023,female,20-24,dip_and_professional_qual,20000
2023,female,25-29,dip_and_professional_qual,25400
2023,female,30-34,dip_and_professional_qual,28200
2023,female,35-39,dip_and_professional_qual,28000
2023,female,40-44,dip_and_professional_qual,31800
2023,female,45-49,dip_and_professional_qual,31000
2023,female,50-54,dip_and_professional_qual,26200
2023,female,55-59,dip_and_professional_qual,16600
2023,female,60-64,dip_and_professional_qual,10000
2023,female,65-69,dip_and_professional_qual,5100
2023,female,70_and_over,dip_and_professional_qual,1800
2023,female,15-19,degree,-
2023,female,20-24,degree,16700
2023,female,25-29,degree,71900
2023,female,30-34,degree,95500
2023,female,35-39,degree,84400
2023,female,40-44,degree,79400
2023,female,45-49,degree,61400
2023,female,50-54,degree,44100
2023,female,55-59,degree,23700
2023,female,60-64,degree,11600
2023,female,65-69,degree,4400
2023,female,70_and_over,degree,2100
2024,male,15-19,primary_and_below,400
2024,male,20-24,primary_and_below,100
2024,male,25-29,primary_and_below,400
2024,male,30-34,primary_and_below,600
2024,male,35-39,primary_and_below,1200
2024,male,40-44,primary_and_below,1700
2024,male,45-49,primary_and_below,3600
2024,male,50-54,primary_and_below,6300
2024,male,55-59,primary_and_below,14800
2024,male,60-64,primary_and_below,22200
2024,male,65-69,primary_and_below,17500
2024,male,70_and_over,primary_and_below,20900
2024,male,15-19,lower_secondary,700
2024,male,20-24,lower_secondary,700
2024,male,25-29,lower_secondary,1000
2024,male,30-34,lower_secondary,1700
2024,male,35-39,lower_secondary,2200
2024,male,40-44,lower_secondary,3000
2024,male,45-49,lower_secondary,4200
2024,male,50-54,lower_secondary,5400
2024,male,55-59,lower_secondary,9400
2024,male,60-64,lower_secondary,11600
2024,male,65-69,lower_secondary,11100
2024,male,70_and_over,lower_secondary,9400
2024,male,15-19,secondary,5800
2024,male,20-24,secondary,6000
2024,male,25-29,secondary,6200
2024,male,30-34,secondary,9500
2024,male,35-39,secondary,9100
2024,male,40-44,secondary,10900
2024,male,45-49,secondary,14200
2024,male,50-54,secondary,19900
2024,male,55-59,secondary,22900
2024,male,60-64,secondary,27100
2024,male,65-69,secondary,18900
2024,male,70_and_over,secondary,12900
2024,male,15-19,post-sec,8700
2024,male,20-24,post-sec,19800
2024,male,25-29,post-sec,11000
2024,male,30-34,post-sec,12000
2024,male,35-39,post-sec,12500
2024,male,40-44,post-sec,12700
2024,male,45-49,post-sec,9600
2024,male,50-54,post-sec,14000
2024,male,55-59,post-sec,15200
2024,male,60-64,post-sec,17400
2024,male,65-69,post-sec,12500
2024,male,70_and_over,post-sec,11000
2024,male,15-19,dip_and_professional_qual,800
2024,male,20-24,dip_and_professional_qual,29900
2024,male,25-29,dip_and_professional_qual,29100
2024,male,30-34,dip_and_professional_qual,30800
2024,male,35-39,dip_and_professional_qual,29500
2024,male,40-44,dip_and_professional_qual,30400
2024,male,45-49,dip_and_professional_qual,29600
2024,male,50-54,dip_and_professional_qual,27100
2024,male,55-59,dip_and_professional_qual,19100
2024,male,60-64,dip_and_professional_qual,13400
2024,male,65-69,dip_and_professional_qual,8500
2024,male,70_and_over,dip_and_professional_qual,5500
2024,male,15-19,degree,-
2024,male,20-24,degree,2500
2024,male,25-29,degree,51500
2024,male,30-34,degree,77700
2024,male,35-39,degree,85400
2024,male,40-44,degree,84300
2024,male,45-49,degree,73400
2024,male,50-54,degree,62700
2024,male,55-59,degree,39200
2024,male,60-64,degree,22800
2024,male,65-69,degree,8800
2024,male,70_and_over,degree,6300
2024,female,15-19,primary_and_below,500
2024,female,20-24,primary_and_below,200
2024,female,25-29,primary_and_below,300
2024,female,30-34,primary_and_below,900
2024,female,35-39,primary_and_below,1400
2024,female,40-44,primary_and_below,2300
2024,female,45-49,primary_and_below,3200
2024,female,50-54,primary_and_below,6400
2024,female,55-59,primary_and_below,11300
2024,female,60-64,primary_and_below,17000
2024,female,65-69,primary_and_below,14200
2024,female,70_and_over,primary_and_below,19500
2024,female,15-19,lower_secondary,400
2024,female,20-24,lower_secondary,200
2024,female,25-29,lower_secondary,500
2024,female,30-34,lower_secondary,1200
2024,female,35-39,lower_secondary,2100
2024,female,40-44,lower_secondary,4100
2024,female,45-49,lower_secondary,4500
2024,female,50-54,lower_secondary,6900
2024,female,55-59,lower_secondary,6400
2024,female,60-64,lower_secondary,7300
2024,female,65-69,lower_secondary,5500
2024,female,70_and_over,lower_secondary,5200
2024,female,15-19,secondary,4500
2024,female,20-24,secondary,3700
2024,female,25-29,secondary,3700
2024,female,30-34,secondary,6700
2024,female,35-39,secondary,10000
2024,female,40-44,secondary,12200
2024,female,45-49,secondary,16000
2024,female,50-54,secondary,22200
2024,female,55-59,secondary,22900
2024,female,60-64,secondary,24200
2024,female,65-69,secondary,14800
2024,female,70_and_over,secondary,9900
2024,female,15-19,post-sec,2800
2024,female,20-24,post-sec,8800
2024,female,25-29,post-sec,5500
2024,female,30-34,post-sec,6700
2024,female,35-39,post-sec,6300
2024,female,40-44,post-sec,8700
2024,female,45-49,post-sec,10100
2024,female,50-54,post-sec,16100
2024,female,55-59,post-sec,16000
2024,female,60-64,post-sec,13700
2024,female,65-69,post-sec,11900
2024,female,70_and_over,post-sec,7100
2024,female,15-19,dip_and_professional_qual,500
2024,female,20-24,dip_and_professional_qual,18200
2024,female,25-29,dip_and_professional_qual,25000
2024,female,30-34,dip_and_professional_qual,27300
2024,female,35-39,dip_and_professional_qual,28200
2024,female,40-44,dip_and_professional_qual,32100
2024,female,45-49,dip_and_professional_qual,32200
2024,female,50-54,dip_and_professional_qual,26000
2024,female,55-59,dip_and_professional_qual,17600
2024,female,60-64,dip_and_professional_qual,11900
2024,female,65-69,dip_and_professional_qual,6000
2024,female,70_and_over,dip_and_professional_qual,3400
2024,female,15-19,degree,-
2024,female,20-24,degree,16200
2024,female,25-29,degree,69600
2024,female,30-34,degree,94400
2024,female,35-39,degree,94400
2024,female,40-44,degree,82700
2024,female,45-49,degree,62000
2024,female,50-54,degree,47700
2024,female,55-59,degree,25400
2024,female,60-64,degree,14000
2024,female,65-69,degree,4200
2024,female,70_and_over,degree,2600
2025,male,15-19,primary_and_below,200
2025,male,20-24,primary_and_below,300
2025,male,25-29,primary_and_below,800
2025,male,30-34,primary_and_below,1200
2025,male,35-39,primary_and_below,1400
2025,male,40-44,primary_and_below,2600
2025,male,45-49,primary_and_below,2300
2025,male,50-54,primary_and_below,6600
2025,male,55-59,primary_and_below,11100
2025,male,60-64,primary_and_below,19500
2025,male,65-69,primary_and_below,18800
2025,male,70_and_over,primary_and_below,23000
2025,male,15-19,lower_secondary,300
2025,male,20-24,lower_secondary,800
2025,male,25-29,lower_secondary,1200
2025,male,30-34,lower_secondary,1200
2025,male,35-39,lower_secondary,2400
2025,male,40-44,lower_secondary,3300
2025,male,45-49,lower_secondary,4500
2025,male,50-54,lower_secondary,8000
2025,male,55-59,lower_secondary,7700
2025,male,60-64,lower_secondary,13800
2025,male,65-69,lower_secondary,12300
2025,male,70_and_over,lower_secondary,10400
2025,male,15-19,secondary,6200
2025,male,20-24,secondary,6700
2025,male,25-29,secondary,5200
2025,male,30-34,secondary,8900
2025,male,35-39,secondary,10500
2025,male,40-44,secondary,12000
2025,male,45-49,secondary,14300
2025,male,50-54,secondary,16600
2025,male,55-59,secondary,23000
2025,male,60-64,secondary,23000
2025,male,65-69,secondary,18000
2025,male,70_and_over,secondary,13600
2025,male,15-19,post-sec,8800
2025,male,20-24,post-sec,18300
2025,male,25-29,post-sec,9700
2025,male,30-34,post-sec,11000
2025,male,35-39,post-sec,14500
2025,male,40-44,post-sec,11800
2025,male,45-49,post-sec,12500
2025,male,50-54,post-sec,16500
2025,male,55-59,post-sec,16000
2025,male,60-64,post-sec,16200
2025,male,65-69,post-sec,11800
2025,male,70_and_over,post-sec,9400
2025,male,15-19,dip_and_professional_qual,1100
2025,male,20-24,dip_and_professional_qual,24500
2025,male,25-29,dip_and_professional_qual,26600
2025,male,30-34,dip_and_professional_qual,33900
2025,male,35-39,dip_and_professional_qual,29600
2025,male,40-44,dip_and_professional_qual,31100
2025,male,45-49,dip_and_professional_qual,32000
2025,male,50-54,dip_and_professional_qual,25800
2025,male,55-59,dip_and_professional_qual,21500
2025,male,60-64,dip_and_professional_qual,16000
2025,male,65-69,dip_and_professional_qual,8000
2025,male,70_and_over,dip_and_professional_qual,5900
2025,male,15-19,degree,-
2025,male,20-24,degree,2300
2025,male,25-29,degree,46400
2025,male,30-34,degree,81300
2025,male,35-39,degree,87800
2025,male,40-44,degree,79800
2025,male,45-49,degree,72200
2025,male,50-54,degree,62800
2025,male,55-59,degree,41900
2025,male,60-64,degree,25500
2025,male,65-69,degree,11600
2025,male,70_and_over,degree,7500
2025,female,15-19,primary_and_below,300
2025,female,20-24,primary_and_below,100
2025,female,25-29,primary_and_below,400
2025,female,30-34,primary_and_below,400
2025,female,35-39,primary_and_below,1500
2025,female,40-44,primary_and_below,2200
2025,female,45-49,primary_and_below,3900
2025,female,50-54,primary_and_below,5700
2025,female,55-59,primary_and_below,11200
2025,female,60-64,primary_and_below,15100
2025,female,65-69,primary_and_below,16800
2025,female,70_and_over,primary_and_below,22600
2025,female,15-19,lower_secondary,200
2025,female,20-24,lower_secondary,600
2025,female,25-29,lower_secondary,800
2025,female,30-34,lower_secondary,1300
2025,female,35-39,lower_secondary,1900
2025,female,40-44,lower_secondary,3200
2025,female,45-49,lower_secondary,4300
2025,female,50-54,lower_secondary,6700
2025,female,55-59,lower_secondary,8600
2025,female,60-64,lower_secondary,10100
2025,female,65-69,lower_secondary,6300
2025,female,70_and_over,lower_secondary,5400
2025,female,15-19,secondary,5500
2025,female,20-24,secondary,5100
2025,female,25-29,secondary,3900
2025,female,30-34,secondary,6400
2025,female,35-39,secondary,9400
2025,female,40-44,secondary,11600
2025,female,45-49,secondary,15500
2025,female,50-54,secondary,20100
2025,female,55-59,secondary,20100
2025,female,60-64,secondary,21400
2025,female,65-69,secondary,14300
2025,female,70_and_over,secondary,9200
2025,female,15-19,post-sec,2500
2025,female,20-24,post-sec,11400
2025,female,25-29,post-sec,5600
2025,female,30-34,post-sec,6000
2025,female,35-39,post-sec,7600
2025,female,40-44,post-sec,8900
2025,female,45-49,post-sec,8800
2025,female,50-54,post-sec,13200
2025,female,55-59,post-sec,17700
2025,female,60-64,post-sec,14700
2025,female,65-69,post-sec,10600
2025,female,70_and_over,post-sec,8500
2025,female,15-19,dip_and_professional_qual,400
2025,female,20-24,dip_and_professional_qual,17000
2025,female,25-29,dip_and_professional_qual,20500
2025,female,30-34,dip_and_professional_qual,27400
2025,female,35-39,dip_and_professional_qual,31900
2025,female,40-44,dip_and_professional_qual,29500
2025,female,45-49,dip_and_professional_qual,31500
2025,female,50-54,dip_and_professional_qual,29000
2025,female,55-59,dip_and_professional_qual,20500
2025,female,60-64,dip_and_professional_qual,11300
2025,female,65-69,dip_and_professional_qual,5400
2025,female,70_and_over,dip_and_professional_qual,2500
2025,female,15-19,degree,-
2025,female,20-24,degree,14100
2025,female,25-29,degree,67000
2025,female,30-34,degree,92500
2025,female,35-39,degree,91700
2025,female,40-44,degree,84200
2025,female,45-49,degree,65400
2025,female,50-54,degree,52200
2025,female,55-59,degree,29200
2025,female,60-64,degree,14300
2025,female,65-69,degree,5800
2025,female,70_and_over,degree,2400
